"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
729,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
730,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
731,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
732,"46+","Masculino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
733,"46+","Feminino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
734,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
735,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
736,"26-35","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
737,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
738,"26-35","Masculino","Casado","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
739,"26-35","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
740,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
741,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
742,"26-35","Feminino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
743,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
744,"46+","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
745,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
746,"18-25","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
747,"18-25","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
748,"36-45","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
749,"46+","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
750,"18-25","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
751,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
752,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
753,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
754,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
755,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
756,"18-25","Feminino","Casado","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
757,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
758,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
759,"46+","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
760,"46+","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
761,"46+","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
762,"26-35","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
763,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
764,"18-25","Feminino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
765,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
766,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
767,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
768,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
769,"18-25","Masculino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
770,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
771,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
772,"18-25","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
773,"18-25","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
774,"18-25","Feminino","Outros","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
775,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
776,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
777,"46+","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
778,"46+","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
779,"36-45","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
780,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
781,"26-35","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
782,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
783,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
784,"18-25","Feminino","Outros","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
785,"26-35","Masculino","Solteiro","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
786,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
787,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
788,"26-35","Feminino","Outros","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
789,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
790,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
791,"36-45","Feminino","Casado","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
792,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
793,"26-35","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
794,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
795,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
796,"18-25","Feminino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
797,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
798,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
799,"36-45","Feminino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
800,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
801,"46+","Masculino","Outros","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
802,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
803,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
804,"26-35","Masculino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
805,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
806,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
807,"26-35","Feminino","Solteiro","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
808,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
809,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
810,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
811,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
812,"46+","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
813,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
814,"26-35","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
815,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
816,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
817,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
818,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
819,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
820,"26-35","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
821,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
822,"26-35","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
823,"18-25","Feminino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
824,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
825,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
826,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
827,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
828,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
829,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
830,"18-25","Feminino","Outros","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
831,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
832,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
833,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
834,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
835,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
836,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
837,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
838,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
839,"46+","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
840,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
841,"36-45","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
842,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
843,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
844,"26-35","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
845,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
846,"18-25","Masculino","Outros","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
847,"18-25","Feminino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
848,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
849,"36-45","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
850,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
851,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
852,"36-45","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
853,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
854,"18-25","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
855,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
856,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
857,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
858,"46+","Masculino","Outros","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
859,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
860,"46+","Masculino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
861,"46+","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
862,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
863,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
864,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
865,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
866,"36-45","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
867,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
868,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
869,"26-35","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
870,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
871,"36-45","Masculino","Outros","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
872,"36-45","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
873,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
874,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
875,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
876,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
877,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
878,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
879,"46+","Feminino","Outros","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
880,"26-35","Feminino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
881,"46+","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
882,"36-45","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
883,"26-35","Masculino","Solteiro","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
884,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
885,"46+","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
886,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
887,"18-25","Feminino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
888,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
889,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
890,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
891,"18-25","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
892,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
893,"26-35","Feminino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
894,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
895,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
896,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
897,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
898,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
899,"26-35","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
900,"26-35","Masculino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
901,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
902,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
903,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
904,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
905,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
906,"46+","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Sim"
907,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
908,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
909,"26-35","Masculino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
910,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
911,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
912,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
913,"46+","Feminino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
914,"46+","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
915,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
916,"36-45","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
917,"46+","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
918,"26-35","Masculino","Casado","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
919,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
920,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
921,"36-45","Feminino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
922,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
